function	cod	gene_name	type	chr	organism
 probable G-protein coupled receptor 173 isoform	X1	GPR173	__SEG__	ChrX	{HomoSapiens}
 endogenous retrovirus group FC1 Env	polyprotein	LOC105373297	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	LOC105373311	LOC105373311	__SEG__	ChrX	{HomoSapiens}
 placenta-specific protein 1 isoform	X1	PLAC1	__SEG__	ChrX	{HomoSapiens}
 paraneoplastic antigen-like protein 5 isoform	X1	PNMA5	__SEG__	ChrX	{HomoSapiens}
 PWWP domain-containing protein MUM1L1 isoform	X1	MUM1L1	__SEG__	ChrX	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 51 isoform	X1	USP51	__SEG__	ChrX	{HomoSapiens}
 spindlin-3 isoform	X1	SPIN3	__SEG__	ChrX	{HomoSapiens}
 lysophosphatidic acid receptor 4 isoform	X1	LPAR4	__SEG__	ChrX	{HomoSapiens}
 protein FAM133A isoform	X1	FAM133A	__SEG__	ChrX	{HomoSapiens}
 protein FAM156A/FAM156B isoform	X1	FAM156A	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen 2 isoform	X1	MAGEA2	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen 8 isoform	X1	MAGEA8	__SEG__	ChrX	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 26 isoform	X1	USP26	__SEG__	ChrX	{HomoSapiens}
 armadillo repeat-containing X-linked protein 2 isoform	X1	ARMCX2	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	LOC107985657	LOC107985657	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	LOC107985687	LOC107985687	__SEG__	ChrX	{HomoSapiens}
 A-kinase anchor protein	17B-like	LOC107985692	__SEG__	ChrX	{HomoSapiens}
 putative nucleotidyltransferase FAM46D isoform	X1	FAM46D	__SEG__	ChrX	{HomoSapiens}
 melanoma-associated antigen 9 isoform	X1	MAGEA9	__SEG__	ChrX	{HomoSapiens}
 uncharacterized protein	LOC112268305	LOC112268305	__SEG__	ChrX	{HomoSapiens}
 small integral membrane protein	30-like	LOC112268306	__SEG__	ChrX	{HomoSapiens}
 testis-specific chromodomain protein Y	2	CDY2B	__SEG__	ChrY	{HomoSapiens}
 testis-specific XK-related protein, Y-linked	2	XKRY2	__SEG__	ChrY	{HomoSapiens}
 zinc finger BED domain-containing protein	1	ZBED1	__SEG__	ChrY	{HomoSapiens}
 sex-determining region Y	protein	SRY	__SEG__	ChrY	{HomoSapiens}
 testis-specific XK-related protein, Y-linked	2	XKRY	__SEG__	ChrY	{HomoSapiens}
 testis-specific chromodomain protein Y	2	CDY2A	__SEG__	ChrY	{HomoSapiens}
 protein sprouty homolog	3	SPRY3	__SEG__	ChrY	{HomoSapiens}
 homeobox protein	TGIF2LY	TGIF2LY	__SEG__	ChrY	{HomoSapiens}
