ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GI	Gene.Symbol	SPOT_ID
11726816_at	0.826	0.721	0.36	-6.81478	0.0249	AL834165.1		GPRIN1	
11740936_at	0.826	0.721	-0.36	-6.81485	-0.03	NM_080622.3		ABHD16B	
11738649_at	0.827	0.722	0.36	-6.815035	0.0259	NM_005549.2		KCNA10	
11742229_at	0.827	0.722	0.36	-6.815092	0.024	NM_001136234.1		SUPT20HL1	
11737895_x_at	0.827	0.722	0.359	-6.81533	0.0156	NM_018931.2		PCDHB11	
11740226_at	0.828	0.723	0.358	-6.815725	0.0187	BC034775.1		PRR18	
11742602_at	0.828	0.723	-0.358	-6.815759	-0.0159	NM_001004124.1		OR4P4	
11732384_a_at	0.828	0.723	0.357	-6.815852	0.0265	BC021978.2		FBXO46	
11759453_at	0.829	0.725	0.356	-6.816416	0.0243	NM_003553.2		OR1E1	
11738685_at	0.831	0.728	0.351	-6.818155	0.0177	BC137037.1		OR10S1	
11738614_at	0.831	0.728	0.351	-6.818193	0.0189	NM_198693.2		KRTAP10-2	
11727798_at	0.832	0.729	0.35	-6.818659	0.0247	NM_000738.2		CHRM1	
11745641_at	0.832	0.729	0.349	-6.818792	0.0201	BC157889.1		KDM4E	
11747214_at	0.832	0.73	0.349	-6.818914	0.0183	AY358209.1		LOC105377021	
11728323_a_at	0.833	0.731	0.347	-6.819612	0.0241	AF400667.1		PPP3R2	
11738503_at	0.833	0.731	-0.347	-6.819704	-0.029	BC137162.1		OR7D4	
11738230_at	0.833	0.731	0.347	-6.819712	0.0195	NM_198451.2		FOXR2	
11729464_at	0.833	0.732	0.346	-6.819931	0.0257	NM_181788.1		H1FNT	
11735849_at	0.834	0.732	0.345	-6.820212	0.0169	NM_145203.4		CSNK1A1L	
11741404_at	0.834	0.733	-0.345	-6.820315	-0.0352	BC095511.1		MAS1L	
11716327_x_at	0.835	0.733	0.344	-6.820715	0.0202	CB988568		GJA1	
11761546_a_at	0.835	0.734	0.343	-6.820892	0.0219	AK302110.1		HDGFL1	
11742567_at	0.836	0.735	-0.342	-6.821293	-0.0201	NM_001003443.2		OR56A3	
11728995_at	0.836	0.735	0.342	-6.821342	0.0175	NM_000217.2		KCNA1	
11738442_at	0.836	0.735	-0.342	-6.821411	-0.021	NM_181605.3		KRTAP6-3	
11739824_at	0.836	0.736	-0.341	-6.821801	-0.0441	BC036062.1		PCDHB16	
11732985_at	0.837	0.736	0.34	-6.821991	0.0265	NM_152898.2		FERD3L	
11759388_at	0.837	0.737	0.34	-6.822204	0.0241	BC140718.1		OR9Q2	
11722970_a_at	0.837	0.737	0.338	-6.822586	0.136	NM_182898.2		CREB5	
11747360_s_at	0.837	0.738	0.338	-6.822634	0.0235	AY028964.1		TSSK1B	
11729024_at	0.837	0.738	-0.338	-6.822655	-0.0227	BC099665.3		KCNA5	
11731806_a_at	0.837	0.738	-0.338	-6.822673	-0.121	NM_000740.2		CHRM3	
11742141_at	0.838	0.738	0.338	-6.82278	0.0233	BC140914.1		OR1C1	
11758618_s_at	0.839	0.739	0.336	-6.823454	0.0234	AI378888		SOX11	
11737618_at	0.839	0.74	-0.335	-6.823697	-0.0229	NM_001013734.2		RFPL4B	
11715255_s_at	0.84	0.741	0.334	-6.824028	0.0245		148235366.0	TAS2R30	
11728348_a_at	0.84	0.741	0.334	-6.824177	0.0957	NM_052969.1		RPL39L	
11736393_at	0.841	0.742	-0.332	-6.824788	-0.0179	BX359457		IRGC	
11715335_at	0.842	0.744	0.33	-6.825421	0.0229		237858659.0	OR6P1	
11717938_at	0.842	0.744	0.33	-6.825548	0.0211	BC101840.1		SMIM3	
11747852_s_at	0.843	0.745	-0.329	-6.825863	-0.0216	AK297730.1		ISLR	
11742447_x_at	0.843	0.745	-0.329	-6.825865	-0.0151	NM_001146684.1		RNF222	
11754981_a_at	0.843	0.745	0.328	-6.8261	0.0258	BC033641.1		TIGD6	
11762865_a_at	0.843	0.746	-0.328	-6.826244	-0.108	AK298121.1		CREB5	
11718794_at	0.843	0.746	-0.328	-6.826294	-0.0406	NM_004729.3		ZBED1	
11725322_at	0.843	0.746	0.327	-6.82635	0.0173	BU190688		ZNHIT2	
11724708_at	0.844	0.747	0.326	-6.826705	0.0175	U23752.1		SOX11	
11759462_at	0.844	0.747	0.326	-6.826914	0.0203	NM_001101338.1		ZNF883	
11763460_at	0.845	0.748	0.325	-6.827265	0.0615	DA818475		GPRIN3	
11739381_at	0.845	0.748	0.324	-6.827388	0.019	NM_018970.6		GPR85	
11730997_at	0.846	0.75	-0.322	-6.828152	-0.0233	AY358312.1		LRRN1	
11736562_at	0.846	0.75	-0.322	-6.828243	-0.0507	BM982446		ZNF518A	
11738561_at	0.847	0.75	0.321	-6.828428	0.0163	BC137208.1		OR2D3	
11739138_at	0.847	0.751	-0.32	-6.828796	-0.0184	AB055622.1		RNF26	
11742518_at	0.847	0.752	-0.32	-6.828883	-0.022	NM_001005193.1		OR7G2	
11758703_s_at	0.848	0.752	0.319	-6.829191	0.0212	AI761030		MAFA	
11733242_at	0.848	0.752	0.319	-6.829206	0.0394	NM_152376.3		UBXN10	
11742611_x_at	0.848	0.753	-0.318	-6.829481	-0.0171	NM_001004462.1		OR10G4	
11738073_s_at	0.85	0.755	0.315	-6.830483	0.0389	NM_199327.1		SPRY1	
11738700_at	0.85	0.756	0.314	-6.830659	0.0189	BC136934.1		OR51S1	
11735785_a_at	0.85	0.756	-0.314	-6.830818	-0.0148	BC075052.2		NPY2R	
11745037_s_at	0.851	0.757	0.313	-6.831114	0.0206	BC034476.1		FRAT1	
11732594_at	0.851	0.757	-0.312	-6.831236	-0.0149	NM_001013736.1		FAM47C	
11740381_at	0.851	0.757	-0.312	-6.831372	-0.014	BC095520.1		OR1G1	
11730727_at	0.852	0.758	0.311	-6.831733	0.0188	NM_002544.4		OMG	
11738575_at	0.852	0.759	0.31	-6.831907	0.0176	NM_023917.2		TAS2R9	
11741849_x_at	0.854	0.761	-0.307	-6.833012	-0.0169	BC069297.1		KRTAP17-1	
11742363_at	0.855	0.762	0.305	-6.833532	0.0189	BC146847.1		OR6N1	
11737643_at	0.855	0.763	0.304	-6.833812	0.0197	BC136757.1		OR10AD1	
11723883_at	0.855	0.764	-0.303	-6.834076	-0.0606	BC036652.1		SOWAHC	
11742625_at	0.856	0.765	-0.302	-6.834626	-0.0179	NM_001005324.1		OR10V1	
11717652_s_at	0.856	0.765	0.301	-6.834751	0.0374	NM_005841.1		SPRY1	
11755627_s_at	0.857	0.766	-0.301	-6.834806	-0.0141	DA080085		ANKRD34C	
11717633_at	0.857	0.766	0.301	-6.834828	0.0327	NM_018847.2		KLHL9	
11758355_s_at	0.857	0.766	0.301	-6.834919	0.052	BM844526		CLDN4	
11742675_x_at	0.857	0.766	-0.301	-6.834929	-0.0205	NM_178433.1		LCE3B	
11734595_at	0.857	0.767	0.299	-6.835364	0.0218	NM_003493.2		HIST3H3	
11726586_at	0.858	0.768	-0.298	-6.835658	-0.0382	NM_020932.1		MAGEE1	
11753126_s_at	0.858	0.768	-0.298	-6.835839	-0.0389	BC096213.3		GJC1	
11715279_x_at	0.859	0.769	0.296	-6.83629	0.0152		84370365.0	PGAM4	
11731715_at	0.859	0.769	0.296	-6.836351	0.0237	BC101629.1		ACKR2	
11738498_at	0.86	0.77	-0.295	-6.836489	-0.0127	BC137030.1		OR52E8	
11742607_at	0.86	0.77	0.295	-6.836772	0.0203	NM_001004059.2		OR4S2	
11716549_s_at	0.86	0.771	0.294	-6.836802	0.0656	NM_005545.3		ISLR	
11742594_at	0.86	0.771	0.294	-6.836976	0.0188	NM_001005202.1		OR8K3	
11726675_at	0.86	0.771	0.294	-6.837044	0.0225	BC003134.1		ASCL1	
11737685_at	0.86	0.771	0.294	-6.837084	0.0255	NM_001004297.2		OR13A1	
11738410_at	0.86	0.771	0.293	-6.837097	0.0135	BC133033.1		KRTAP8-1	
11727759_a_at	0.86	0.771	0.293	-6.83717	0.0145	NM_001127385.1		CTXN3	
11741919_x_at	0.86	0.772	-0.293	-6.837227	-0.0157	M38289.1		IFNA17	
11735954_at	0.861	0.773	0.291	-6.83791	0.0147	NM_198923.2		MRGPRD	
11734388_s_at	0.861	0.773	0.291	-6.837933	0.0174	NM_080879.2		RAB40A	
11737050_x_at	0.861	0.773	0.291	-6.837961	0.037	BC060802.1		HRH1	
11715127_s_at	0.862	0.775	0.289	-6.838372	0.0154		4504092.0	GPR32	
11753774_a_at	0.862	0.775	0.289	-6.838407	0.0305	AF529372.1		TMEM203	
11732974_at	0.863	0.775	0.288	-6.838617	0.0189	NM_002548.1		OR1D2	
11743886_at	0.863	0.776	-0.287	-6.839014	-0.0215	CA312504		ATXN1L	
11738599_at	0.864	0.777	0.286	-6.839368	0.017	BC104925.1		KRTAP15-1	
11728251_at	0.865	0.778	0.285	-6.839669	0.0187	NM_033214.2		GK2	
11734574_x_at	0.865	0.778	0.285	-6.839692	0.0213	NM_021018.2		HIST1H3F	
11722932_at	0.865	0.778	0.284	-6.839819	0.0175	BC117360.1		CHML	
11740289_at	0.865	0.778	0.284	-6.839899	0.0167	NM_207391.2		RGS9BP	
11730417_at	0.865	0.779	-0.283	-6.840065	-0.0124	BE671981		PRND	
11735967_at	0.865	0.779	0.283	-6.84022	0.0191	NM_021635.2		PBOV1	
11735411_at	0.866	0.78	-0.282	-6.840582	-0.0186	NM_003508.2		FZD9	
11744459_at	0.866	0.781	0.281	-6.840704	0.0213	DQ168992.1		TDRG1	
11730085_at	0.867	0.781	-0.281	-6.840729	-0.0241	NM_001009997.1		C10orf62	
11738739_at	0.867	0.781	-0.281	-6.840852	-0.0156	BC137000.1		OR6C4	
11738421_at	0.867	0.781	0.28	-6.840918	0.0195	BC137218.1		OR4C6	
11754897_a_at	0.867	0.782	0.28	-6.841134	0.0447	AK096561.1		ACSF3	
11738691_at	0.868	0.783	-0.278	-6.841644	-0.0172	BC136812.1		OR2F2	
11726998_s_at	0.869	0.784	-0.277	-6.841795	-0.0198	NM_021195.4		CLDN6	
11738439_x_at	0.869	0.784	0.277	-6.841811	0.0166	BC074991.2		IFNA7	
11764042_at	0.869	0.784	0.277	-6.841833	0.0187	BF434644		BLOC1S3	
11733267_a_at	0.869	0.784	-0.277	-6.841904	-0.0191	AK299808.1		PIRT	
11737363_at	0.869	0.784	0.276	-6.842097	0.0199	BC108690.1		RPRML	
11715143_s_at	0.869	0.785	-0.275	-6.842335	-0.0193		52627140.0	OR9Q2	
11758609_s_at	0.87	0.786	0.275	-6.842569	0.0185	AW051008		KCNJ10	
11738576_at	0.871	0.787	0.273	-6.843025	0.0141	BC137031.1		OR10A3	
11744936_s_at	0.871	0.788	0.272	-6.84329	0.0185	AY358114.1		LINGO2	
11732649_at	0.871	0.788	-0.272	-6.843386	-0.0183	NM_019596.3		C21orf62	
11758493_s_at	0.871	0.788	0.271	-6.843484	0.0221	AI733300		NHLH1	
11733392_at	0.871	0.788	-0.271	-6.843499	-0.0187	NM_203412.1		UBL4B	
11756726_a_at	0.871	0.788	0.271	-6.843533	0.0467	CR597150.1		SOD3	
11733757_at	0.873	0.791	-0.268	-6.844393	-0.0135	NM_182506.2		MAGEB10	
11742575_at	0.874	0.791	0.267	-6.84466	0.0132	NM_001005469.1		OR5B3	
11719840_at	0.877	0.796	-0.261	-6.846284	-0.0526	NM_012396.3		PHLDA3	
11756750_a_at	0.877	0.796	-0.261	-6.846332	-0.0157	AK309281.1		TMEM30B	
11741171_at	0.877	0.796	-0.261	-6.846359	-0.0151	NM_000529.2		MC2R	
11742619_at	0.877	0.797	0.26	-6.846548	0.0139	NM_001004703.1		OR4C46	
11738702_at	0.877	0.797	-0.26	-6.846682	-0.0184	BC137055.1		OR11H4	
11738910_at	0.878	0.798	-0.258	-6.847169	-0.0213	NM_033180.4		OR51B2	
11753271_a_at	0.879	0.799	-0.257	-6.847337	-0.0178	CR541762.1		MAGEB1	
11733443_at	0.879	0.8	-0.256	-6.847557	-0.0187	NM_014357.4		LCE2B	
11742561_at	0.879	0.8	0.256	-6.847584	0.0203	NM_001001915.1		OR2G2	
11732229_a_at	0.879	0.8	-0.256	-6.847715	-0.0118	NM_022728.2		NEUROD6	
11732786_at	0.881	0.802	-0.253	-6.848449	-0.017	NM_005303.2		FFAR1	
11736720_at	0.881	0.803	-0.252	-6.848577	-0.0181	BC074935.2		CCR4	
11738716_at	0.881	0.803	0.252	-6.848661	0.0161	BC136957.1		OR6C1	
11743432_at	0.882	0.803	0.251	-6.848827	0.0278	BX436235		C17orf100	
11754269_a_at	0.882	0.804	-0.251	-6.848961	-0.0215	CA950266		SOCS1	
11759110_a_at	0.882	0.804	0.25	-6.849072	0.0335	NM_003524.2		HIST1H2BH	
11743149_at	0.882	0.804	0.25	-6.849107	0.065	CD675285		ZNF22	
11721752_at	0.882	0.804	-0.25	-6.849171	-0.0775	BC015915.1		FZD7	
11735919_at	0.883	0.805	-0.249	-6.84949	-0.0132	AK296766.1		RNASE10	
11742616_at	0.884	0.808	-0.246	-6.850206	-0.0149	NM_001001960.1		OR5W2	
11759280_at	0.885	0.809	0.244	-6.850579	0.0154	BC137538.1		RNASE8	
11726719_a_at	0.885	0.809	-0.244	-6.850686	-0.0127	NM_001007270.1		GEMIN7	
11762363_at	0.886	0.809	0.243	-6.850808	0.0162	AB021742.1		NEUROD2	
11715194_s_at	0.886	0.81	0.243	-6.850991	0.016		54291709.0	ZNF835	
11735972_at	0.886	0.81	-0.243	-6.851046	-0.0168	NM_173856.2		VN1R2	
11732472_at	0.886	0.811	-0.242	-6.851211	-0.0167	BC111778.1		DCAF4L2	
11758643_s_at	0.887	0.811	0.241	-6.851354	0.0598	AI352101		ZNF883	
11724710_at	0.887	0.811	-0.241	-6.851383	-0.0141	AI360875		SOX11	
11728581_at	0.888	0.813	0.239	-6.851861	0.0124	NM_198458.1		ZNF497	
11752664_a_at	0.888	0.814	0.238	-6.852269	0.0191	AF331841.1		S1PR5	
11725518_at	0.889	0.814	0.237	-6.852328	0.0281	NM_012083.2		FRAT2	
11727317_at	0.889	0.814	0.237	-6.852363	0.0128	NM_012282.2		KCNE5	
11738243_at	0.889	0.814	-0.237	-6.852411	-0.0146	NM_203425.1		C17orf82	
11737391_at	0.889	0.815	-0.236	-6.852639	-0.013	NM_175911.2		OR2L13	
11728934_at	0.889	0.815	-0.236	-6.8527	-0.0145	NM_001010857.1		LELP1	
11733574_at	0.889	0.815	-0.236	-6.852717	-0.0322	AK289491.1		PGBD4	
11737330_at	0.889	0.815	-0.236	-6.852755	-0.0415	NM_003419.3		ZNF345	
11742571_at	0.889	0.816	0.235	-6.852793	0.016	NM_001004475.1		OR10T2	
11742134_at	0.89	0.816	0.234	-6.853064	0.0139	NM_199243.1		GPR150	
11722515_at	0.89	0.816	-0.234	-6.853068	-0.0164	AK289679.1		PARS2	
11738764_at	0.891	0.818	-0.232	-6.853487	-0.0136	NM_016945.2		TAS2R16	
11738962_x_at	0.891	0.819	0.232	-6.853716	0.0133	NM_021062.2		HIST1H2BB	
11738580_at	0.892	0.819	-0.23	-6.853956	-0.015	BC137045.1		OR8D2	
11740397_at	0.892	0.82	-0.23	-6.854146	-0.0164	NM_001051.2		SSTR3	
11740599_at	0.893	0.821	0.228	-6.854428	0.0149	BC117409.1		GPR20	
11735344_at	0.893	0.822	0.227	-6.854686	0.00983	BC093863.1		SOX3	
11726505_at	0.893	0.822	-0.227	-6.854737	-0.0109	NM_006581.3		FUT9	
11732241_s_at	0.893	0.822	-0.227	-6.854763	-0.0961	NM_032229.2		SLITRK6	
11738728_at	0.894	0.823	0.226	-6.855109	0.0148	BC136922.1		OR5B2	
11728359_at	0.894	0.823	0.225	-6.855158	0.01	NM_001003937.2		TSPYL6	
11732092_at	0.895	0.825	0.223	-6.855722	0.0183	NM_012186.2		FOXE3	
11738610_at	0.896	0.826	0.222	-6.855814	0.0119	BC136996.1		OR10C1	
11761723_at	0.896	0.827	-0.221	-6.85611	-0.00924	BC070293.1		MKRN3	
11732986_at	0.897	0.828	0.219	-6.856527	0.0143	NM_002550.1		OR3A1	
11740813_at	0.898	0.829	0.218	-6.856838	0.0167	BC062211.1		HIST1H2AA	
11745482_s_at	0.9	0.831	0.215	-6.857439	0.0755	AB300825.1		PRNP	
11731342_at	0.9	0.831	0.215	-6.857445	0.0119	NM_020982.3		CLDN9	
11738613_at	0.9	0.832	0.214	-6.857667	0.016	BC136975.1		OR2J3	
11742615_at	0.901	0.834	0.212	-6.858161	0.0137	NM_001004743.1		OR5M9	
11733672_a_at	0.902	0.835	0.21	-6.858542	0.0126	BC136873.1		TMPPE	
11735638_a_at	0.903	0.837	-0.208	-6.859094	-0.0172	NM_001004325.1		KRTAP5-2	
11759470_at	0.905	0.839	-0.205	-6.859688	-0.015	NM_178354.1		LCE1F	
11755407_s_at	0.905	0.84	-0.204	-6.859895	-0.016	AK312475.1		OR7A5	
11719010_at	0.906	0.842	0.201	-6.860527	0.0516	BC015365.1		TMEM99	
11742293_at	0.907	0.843	-0.199	-6.860796	-0.0155	NM_001005519.1		OR6C68	
11732454_at	0.907	0.844	-0.199	-6.86085	-0.0128	NM_170736.1		KCNJ15	
11738514_at	0.909	0.846	0.196	-6.861496	0.0133	BC137203.1		OR2W5	
11738723_at	0.909	0.846	0.195	-6.861604	0.0101	BC151149.1		OR2Z1	
11759111_x_at	0.909	0.848	0.194	-6.861866	0.0205	NM_003524.2		HIST1H2BH	
11742554_at	0.91	0.848	-0.193	-6.861993	-0.0104	NM_001001919.1		OR13C4	
11747659_a_at	0.91	0.849	0.192	-6.862226	0.01	AK292543.1		ARMCX4	
11742628_at	0.911	0.849	0.192	-6.862294	0.0117	NM_001005471.1		OR2T6	
11738592_at	0.911	0.849	0.192	-6.862301	0.0124	BC130361.1		BLID	
11750914_a_at	0.911	0.849	-0.191	-6.862369	-0.0501	AK298868.1		GSPT2	
11742769_a_at	0.911	0.85	0.19	-6.862574	0.0323	AY358319.1		FLRT3	
11730418_at	0.913	0.853	-0.187	-6.863261	-0.0136	AY358985.1		PRND	
11735270_a_at	0.914	0.854	-0.186	-6.863478	-0.0394	M97347.1		GCNT1	
11742491_at	0.917	0.859	0.179	-6.86475	0.0124	NM_001101362.1		KBTBD13	
11737497_at	0.917	0.86	0.178	-6.864842	0.0118	BC133021.1		ADRA2B	
11732079_at	0.918	0.86	0.177	-6.865037	0.0121	NM_182595.2		POM121L12	
11724423_a_at	0.919	0.861	0.177	-6.865159	0.0115	U35398.1		GPR68	
11732224_a_at	0.919	0.862	-0.176	-6.865315	-0.0103	BC093848.1		ZNF664	
11742520_at	0.919	0.862	0.175	-6.865387	0.0115	NM_001005275.1		OR4A15	
11756488_s_at	0.919	0.862	-0.175	-6.865407	-0.011	DC396938		KIF2B	
11726673_s_at	0.92	0.863	-0.174	-6.865657	-0.0108	AW138813		ASCL1	
11752783_a_at	0.92	0.863	-0.174	-6.865664	-0.0118	AK297248.1		FLRT2	
11738471_at	0.922	0.866	0.171	-6.86624	0.00916	BC137184.1		OR56B1	
11759389_at	0.922	0.866	0.17	-6.866327	0.0108	BC136955.1		OR10A2	
11742235_at	0.922	0.866	-0.17	-6.866365	-0.0109	NM_001136233.1		SUPT20HL2	
11722022_s_at	0.923	0.868	0.168	-6.866653	0.0197	NM_003885.2		CDK5R1	
11741496_a_at	0.923	0.868	0.168	-6.866679	0.0799	NM_001103151.1		PNMA5	
11717302_at	0.924	0.869	0.166	-6.866973	0.0116	AI627697		TACSTD2	
11758381_s_at	0.924	0.87	-0.166	-6.867089	-0.0192	BQ182168		C22orf46	
11738908_at	0.924	0.87	-0.165	-6.867251	-0.0082	NM_012369.2		OR2F1	
11743211_at	0.926	0.872	-0.162	-6.867688	-0.00938	NM_053278.1		TAAR8	
11757415_s_at	0.926	0.873	0.161	-6.867903	0.0269	CA314093		SLC5A3	
11742768_a_at	0.927	0.874	0.16	-6.868019	0.0464	AK027670.1		FLRT3	
11742348_at	0.927	0.874	0.16	-6.86805	0.00858	BC140730.1		OR51I2	
11742172_at	0.927	0.875	0.158	-6.868283	0.0086	AB096941.1		KRTAP13-4	
11715244_x_at	0.929	0.877	-0.156	-6.868669	-0.0126		30387653.0	LCE1A	
11720003_at	0.929	0.877	-0.156	-6.868743	-0.0274	BC053618.1		NRARP	
11738488_a_at	0.929	0.878	-0.155	-6.868808	-0.0117	BC105041.1		GPR148	
11747966_a_at	0.93	0.879	0.154	-6.868995	0.0107	AB234866.1		SKIDA1	
11734616_at	0.93	0.879	-0.153	-6.869139	-0.00866	NM_001134659.1		PRR23A	
11759215_at	0.93	0.88	-0.153	-6.869186	-0.00866	BC071751.1		CCR4	
11735982_at	0.93	0.88	0.152	-6.86928	0.00871	NM_030975.1		KRTAP9-9	
11738601_at	0.932	0.883	0.148	-6.869862	0.00968	NM_003546.2		HIST1H4L	
11738059_x_at	0.933	0.884	-0.147	-6.870007	-0.0286	BC093809.1		HIST1H2AD	
11742180_at	0.933	0.884	0.147	-6.870139	0.0107	NM_178431.1		LCE3A	
11738549_at	0.933	0.885	0.147	-6.870143	0.00849	BC137356.1		OTUD6A	
11732574_at	0.933	0.885	-0.146	-6.870169	-0.0117	NM_207334.2		FAM43B	
11725177_at	0.934	0.886	0.145	-6.870399	0.00803	BC110598.2		KCTD11	
11735535_at	0.934	0.886	-0.145	-6.870429	-0.00774	BC075095.2		ZNF660	
11741170_at	0.934	0.886	0.145	-6.870437	0.0105	AK289381.1		MC2R	
11737668_at	0.934	0.886	-0.144	-6.870503	-0.012	BC136508.1		TAS2R4	
11759076_at	0.935	0.888	-0.143	-6.870728	-0.00852	NM_003536.2		HIST1H3H	
11725883_at	0.935	0.888	-0.142	-6.870835	-0.0102	NM_207582.1		ERVFRD-1	
11726165_at	0.936	0.89	-0.14	-6.871079	-0.0171	AK058072.2		ZNF518B	
11718853_a_at	0.936	0.89	0.14	-6.871165	0.0162	BC047754.1		ZBED5	
11731912_s_at	0.937	0.891	0.138	-6.871332	0.00947	BC112146.1		GPR12	
11735080_at	0.937	0.891	-0.138	-6.871365	-0.0124	U79259.1		AHDC1	
11723212_at	0.937	0.891	0.138	-6.871375	0.00966	DR432705		KCNJ10	
11739518_a_at	0.937	0.891	-0.138	-6.87144	-0.0476	NM_013281.2		FLRT3	
11732990_x_at	0.938	0.893	0.136	-6.871623	0.00749	BC100856.1		HIST3H2BB	
11738753_at	0.939	0.894	0.134	-6.871918	0.00875	BC136936.1		OR4X2	
11717666_a_at	0.939	0.894	0.134	-6.871922	0.009	AK302542.1		TSPYL4	
11726366_s_at	0.939	0.894	0.134	-6.871943	0.0255	NM_207332.1		ERICH1	
11722445_a_at	0.94	0.896	0.132	-6.87221	0.014	BC042161.1		TRAPPC5	
11726367_a_at	0.94	0.896	-0.131	-6.87231	-0.0181	CD244490		ERICH1	
11735842_at	0.94	0.897	0.131	-6.872342	0.0117	NM_178356.2		LCE4A	
11759161_at	0.94	0.897	0.131	-6.872356	0.00683	BC126286.1		KRTAP19-1	
11742574_at	0.941	0.898	-0.129	-6.872606	-0.00852	NM_001004711.1		OR4D9	
11719842_x_at	0.941	0.898	-0.129	-6.872649	-0.0186	NM_012396.3		PHLDA3	
11761424_at	0.942	0.899	0.128	-6.872738	0.00647	BC037344.2		RAG1	
11729772_at	0.942	0.9	0.127	-6.872869	0.00711	NM_002934.2		RNASE2	
11744726_s_at	0.943	0.901	-0.125	-6.873087	-0.0133	BX538121.1		KLHL9	
11732835_at	0.944	0.902	0.124	-6.873316	0.00822	NM_145208.2		MBD3L1	
11734512_at	0.945	0.903	-0.123	-6.873386	-0.00864	NM_203436.2		ASCL4	
11715148_s_at	0.945	0.903	0.123	-6.873413	0.00658		29171728.0	HIST2H2AB	
11742533_at	0.945	0.903	-0.122	-6.873465	-0.00922	NM_001004467.1		OR10J3	
11742361_at	0.945	0.904	-0.122	-6.873508	-0.00881	BC137005.1		OR4C13	
11762072_at	0.946	0.905	-0.121	-6.873646	-0.00928	AK304483.1		FOXL2NB	
11758549_s_at	0.946	0.905	-0.12	-6.873716	-0.00827	AI017213		POM121L2	
11742340_at	0.946	0.906	0.119	-6.873882	0.0078	BC136906.1		OR6T1	
11759258_at	0.946	0.906	-0.119	-6.873887	-0.0198	BC060324.1		HIST2H2AC	
11740555_at	0.948	0.909	0.116	-6.874266	0.00662	NM_153216.1		POU5F2	
11742337_at	0.948	0.909	-0.115	-6.874324	-0.0079	BC140754.1		OR6C74	
11728882_a_at	0.949	0.909	0.115	-6.874383	0.00884	NM_153362.1		PRSS35	
11716326_a_at	0.949	0.911	-0.113	-6.874613	-0.00658	CB988568		GJA1	
11716328_a_at	0.95	0.912	-0.111	-6.874821	-0.00821	AK294670.1		GJA1	
11735979_at	0.951	0.913	-0.11	-6.874916	-0.00785	NM_001005175.2		OR52N4	
11748062_s_at	0.952	0.915	0.108	-6.875139	0.00669	AK292132.1		CCR5	
11754833_a_at	0.952	0.915	0.108	-6.875219	0.0351	AK125659.1		TLR2	
11734255_at	0.953	0.917	0.106	-6.875429	0.00557	NM_003814.4		ADAM20	
11748315_s_at	0.953	0.917	-0.106	-6.875429	-0.0354	AK295943.1		PRNP	
11723211_at	0.954	0.918	-0.104	-6.87559	-0.00629	U52155.1		KCNJ10	
11725982_at	0.954	0.918	0.104	-6.875629	0.00655	NM_173798.2		ZCCHC12	
11758474_s_at	0.954	0.918	-0.103	-6.875663	-0.0408	AI985511		COLCA1	
11725256_at	0.954	0.919	-0.103	-6.875746	-0.00674	BC074998.2		FZD10	
11741398_a_at	0.954	0.919	0.102	-6.875786	0.0064	AB030566.1		GPR63	
11759271_x_at	0.954	0.919	0.102	-6.875791	0.0064	BC093755.1		IFNA5	
11719218_at	0.954	0.919	0.102	-6.875811	0.0451	NM_003955.3		SOCS3	
11755431_s_at	0.955	0.92	0.101	-6.875885	0.0062	BX507873		ANKRD34C	
11738589_at	0.955	0.92	0.101	-6.875898	0.00762	NM_003697.1		OR5F1	
11762512_a_at	0.956	0.922	0.0988	-6.876143	0.0107	AK297476.1		ERICH1	
11715170_x_at	0.956	0.922	-0.0983	-6.876193	-0.00471		61966710.0	HNRNPCL1	
11751323_a_at	0.957	0.923	0.0976	-6.876258	0.00726	AK298647.1		CXCR1	
11752151_a_at	0.957	0.923	0.097	-6.876316	0.00552	BC030717.1		OR2C3	
11743147_at	0.957	0.924	0.0964	-6.876375	0.0259	BT009806.1		ZNF22	
11737621_at	0.958	0.925	-0.0953	-6.87649	-0.00742	NM_001037558.2		HEPN1	
11742545_at	0.959	0.926	-0.0938	-6.876634	-0.00596	NM_001004744.1		OR5R1	
11728970_at	0.959	0.927	0.0927	-6.876737	0.00687	NM_139175.1		RNF133	
11734327_a_at	0.961	0.929	-0.0894	-6.877042	-0.00671	NM_012125.3		CHRM5	
11759366_at	0.961	0.93	0.0891	-6.877073	0.00696	AK299565.1		ZNF835	
11733947_at	0.961	0.93	-0.0887	-6.877112	-0.00435	NM_001099692.1		EIF5AL1	
11742656_at	0.961	0.931	-0.0872	-6.877242	-0.00532	NM_001105569.1		MSGN1	
11741082_at	0.962	0.932	0.086	-6.87735	0.00639	BC136263.1		HTR1A	
11726060_at	0.964	0.934	-0.0829	-6.877617	-0.00545	BC111745.1		LRRC4	
11742181_x_at	0.964	0.935	-0.0825	-6.87765	-0.00665	NM_178431.1		LCE3A	
11727149_at	0.964	0.936	-0.0809	-6.87779	-0.00673	NM_018219.2		CCDC87	
11751758_a_at	0.964	0.936	0.0805	-6.87782	0.00492	AK302769.1		GPR85	
11742368_x_at	0.965	0.938	0.079	-6.877945	0.00672	NM_001004723.1		OR4N2	
11759471_x_at	0.965	0.938	-0.0788	-6.877954	-0.00561	NM_178354.1		LCE1F	
