GeneName	count	Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Transcript count	Transcript length (including UTRs and CDS)	Length/#Mod
IL18BP	2	ENSG00000137496	ENSG00000137496.19	11	71998613	72007315	1	IL18BP	18	1697	848.5
GSEC	2	ENSG00000280832	ENSG00000280832.4	11	126340776	126355591	-1	GSEC	6	1697	848.5
TTC9	6	ENSG00000133985	ENSG00000133985.3	14	70641916	70675366	1	TTC9	1	5094	849.0
LRRC23	2	ENSG00000010626	ENSG00000010626.15	12	6873569	6914241	1	LRRC23	15	1698	849.0
ZBTB16	10	ENSG00000109906	ENSG00000109906.15	11	114059041	114256765	1	ZBTB16	20	8494	849.4
NAIF1	4	ENSG00000171169	ENSG00000171169.9	9	128061233	128068206	-1	NAIF1	4	3398	849.5
TENT2	6	ENSG00000164329	ENSG00000164329.15	5	79612120	79688246	1	TENT2	16	5100	850.0
WHAMM	6	ENSG00000156232	ENSG00000156232.7	15	82809628	82836108	1	WHAMM	2	5101	850.1666666666666
OLA1	5	ENSG00000138430	ENSG00000138430.16	2	174072447	174248599	-1	OLA1	9	4251	850.2
SLCO3A1	6	ENSG00000176463	ENSG00000176463.14	15	91853708	92172435	1	SLCO3A1	13	5102	850.3333333333334
SQOR	2	ENSG00000137767	ENSG00000137767.14	15	45631148	45691281	1	SQOR	8	1701	850.5
LGALS8	7	ENSG00000116977	ENSG00000116977.19	1	236518000	236552981	1	LGALS8	28	5957	851.0
HSF4	2	ENSG00000102878	ENSG00000102878.18	16	67164681	67169945	1	HSF4	29	1702	851.0
TSPAN15	2	ENSG00000099282	ENSG00000099282.10	10	69451465	69507666	1	TSPAN15	8	1703	851.5
SH3RF1	6	ENSG00000154447	ENSG00000154447.15	4	169094259	169270956	-1	SH3RF1	5	5120	853.3333333333334
SEMA6A	8	ENSG00000092421	ENSG00000092421.17	5	116443555	116574823	-1	SEMA6A	15	6828	853.5
ARHGAP45	5	ENSG00000180448	ENSG00000180448.11	19	1065923	1086628	1	ARHGAP45	16	4272	854.4
ITGAL	6	ENSG00000005844	ENSG00000005844.19	16	30472658	30523567	1	ITGAL	22	5129	854.8333333333334
BSCL2	2	ENSG00000168000	ENSG00000168000.16	11	62689289	62709845	-1	BSCL2	47	1710	855.0
UBAP2	5	ENSG00000137073	ENSG00000137073.24	9	33921693	34049388	-1	UBAP2	27	4275	855.0
MBLAC2	5	ENSG00000176055	ENSG00000176055.10	5	90458209	90474771	-1	MBLAC2	2	4277	855.4
BICD1	11	ENSG00000151746	ENSG00000151746.15	12	32106835	32383633	1	BICD1	10	9419	856.2727272727273
MMD	3	ENSG00000108960	ENSG00000108960.9	17	55392622	55421924	-1	MMD	4	2569	856.3333333333334
IRAK4	5	ENSG00000198001	ENSG00000198001.16	12	43758944	43798307	1	IRAK4	18	4284	856.8
ZFAND2A-DT	2	ENSG00000229043	ENSG00000229043.4	7	1160374	1165607	1	ZFAND2A-DT	11	1714	857.0
BCL7C	1	ENSG00000099385	ENSG00000099385.12	16	30833626	30894302	-1	BCL7C	5	857	857.0
MMS22L	10	ENSG00000146263	ENSG00000146263.12	6	97142161	97283217	-1	MMS22L	13	8574	857.4
TMEM68	3	ENSG00000167904	ENSG00000167904.16	8	55696424	55773407	-1	TMEM68	18	2573	857.6666666666666
MIR4435-2HG	1	ENSG00000172965	ENSG00000172965.18	2	111006015	111523376	-1	MIR4435-2HG	153	858	858.0
LSM2	1	ENSG00000204392	ENSG00000204392.11	6	31797396	31806966	-1	LSM2	7	858	858.0
GIHCG	1	ENSG00000257698	ENSG00000257698.4	12	57930084	57942198	-1	GIHCG	24	858	858.0
MR1	9	ENSG00000153029	ENSG00000153029.16	1	181033374	181061938	1	MR1	12	7724	858.2222222222222
UBA6-DT	4	ENSG00000248049	ENSG00000248049.9	4	67700955	68080952	1	UBA6-DT	30	3434	858.5
POLD1	4	ENSG00000062822	ENSG00000062822.16	19	50384204	50418018	1	POLD1	16	3436	859.0
INTS12	2	ENSG00000138785	ENSG00000138785.16	4	105682627	105895986	-1	INTS12	10	1718	859.0
WDHD1	7	ENSG00000198554	ENSG00000198554.12	14	54938949	55027105	-1	WDHD1	5	6019	859.8571428571429
UBL7	2	ENSG00000288408	ENSG00000288408.1	HG2198_PATCH	275246	290451	-1	UBL7	9	1720	860.0
ERMAP	4	ENSG00000164010	ENSG00000164010.15	1	42817122	42844991	1	ERMAP	9	3440	860.0
ZNF30	3	ENSG00000168661	ENSG00000168661.15	19	34926903	34945170	1	ZNF30	6	2580	860.0
ANKRD23	3	ENSG00000163126	ENSG00000163126.15	2	96824526	96857934	-1	ANKRD23	6	2584	861.3333333333334
NPM1P42	1	ENSG00000259259	ENSG00000259259.1	15	72899399	72900260	-1	NPM1P42	1	862	862.0
APOD	1	ENSG00000189058	ENSG00000189058.9	3	195568705	195584033	-1	APOD	5	862	862.0
RPSAP53	1	ENSG00000214263	ENSG00000214263.2	13	67266845	67267706	-1	RPSAP53	1	862	862.0
SMNDC1	5	ENSG00000119953	ENSG00000119953.14	10	110290730	110304938	-1	SMNDC1	6	4310	862.0
HERC2P2	6	ENSG00000280787	ENSG00000280787.3	HSCHR15_3_CTG3	139181	224046	1	HERC2P2	1	5179	863.1666666666666
NOP9	7	ENSG00000285326	ENSG00000285326.3	HG1_PATCH	600828	610102	1	NOP9	4	6045	863.5714285714286
ACOT9	5	ENSG00000123130	ENSG00000123130.17	X	23701055	23766475	-1	ACOT9	8	4318	863.6
CEP78	13	ENSG00000148019	ENSG00000148019.14	9	78236062	78279690	1	CEP78	24	11233	864.0769230769231
SIPA1L2	8	ENSG00000116991	ENSG00000116991.12	1	232397965	232630571	-1	SIPA1L2	11	6914	864.25
MLC1	4	ENSG00000100427	ENSG00000100427.16	22	50059391	50085426	-1	MLC1	5	3457	864.25
VAMP7	3	ENSG00000292366	ENSG00000292366.1	Y	57067865	57130289	1	VAMP7	6	2594	864.6666666666666
MBOAT1	5	ENSG00000172197	ENSG00000172197.11	6	20099684	20212469	-1	MBOAT1	1	4325	865.0
NLE1	6	ENSG00000073536	ENSG00000073536.18	17	35128730	35142304	-1	NLE1	7	5193	865.5
E2F2	6	ENSG00000282899	ENSG00000282899.2	HSCHR1_4_CTG3	276417	301212	-1	E2F2	2	5196	866.0
AP1G2	3	ENSG00000213983	ENSG00000213983.12	14	23559565	23568070	-1	AP1G2	34	2598	866.0
LNPEP	14	ENSG00000113441	ENSG00000113441.16	5	96935394	97037513	1	LNPEP	5	12134	866.7142857142857
CPNE2	3	ENSG00000140848	ENSG00000140848.17	16	57092583	57148369	1	CPNE2	10	2601	867.0
ALDH1A3	4	ENSG00000184254	ENSG00000184254.18	15	100861924	100916626	1	ALDH1A3	8	3469	867.25
KDM4C	5	ENSG00000107077	ENSG00000107077.21	9	6720863	7175648	1	KDM4C	15	4338	867.6
ZSWIM4	5	ENSG00000288360	ENSG00000288360.1	HG109_PATCH	7301	44071	1	ZSWIM4	3	4339	867.8
ILRUNP1	1	ENSG00000227513	ENSG00000227513.1	2	106344566	106345433	1	ILRUNP1	1	868	868.0
SNX7	2	ENSG00000162627	ENSG00000162627.17	1	98661701	98760500	1	SNX7	5	1736	868.0
SP4	7	ENSG00000105866	ENSG00000105866.15	7	21428043	21514822	1	SP4	5	6077	868.1428571428571
FCF1	5	ENSG00000119616	ENSG00000119616.11	14	74713144	74738620	1	FCF1	8	4341	868.2
UBE2V2	5	ENSG00000169139	ENSG00000169139.12	8	48008415	48064708	1	UBE2V2	8	4342	868.4
ZDHHC11	3	ENSG00000188818	ENSG00000188818.13	5	795605	858973	-1	ZDHHC11	12	2606	868.6666666666666
MFN1	6	ENSG00000171109	ENSG00000171109.19	3	179347709	179394936	1	MFN1	9	5212	868.6666666666666
TRIB2	5	ENSG00000071575	ENSG00000071575.12	2	12716910	12742734	1	TRIB2	4	4344	868.8
NCALD	4	ENSG00000104490	ENSG00000104490.18	8	101686542	102124907	-1	NCALD	30	3476	869.0
NKX2-4	2	ENSG00000125816	ENSG00000125816.5	20	21395365	21397526	-1	NKX2-4	1	1738	869.0
TAOK3	5	ENSG00000135090	ENSG00000135090.14	12	118149801	118372907	-1	TAOK3	19	4346	869.2
OPTN	4	ENSG00000123240	ENSG00000123240.17	10	13099449	13138308	1	OPTN	12	3479	869.75
TARS3	4	ENSG00000185418	ENSG00000185418.16	15	101653596	101724473	-1	TARS3	7	3481	870.25
DYNC1I2	5	ENSG00000292102	ENSG00000292102.1	HSCHR2_11_CTG7_2	117582	180331	1	DYNC1I2	25	4354	870.8
GABPA	6	ENSG00000154727	ENSG00000154727.11	21	25734570	25772460	1	GABPA	3	5226	871.0
LINC00161	1	ENSG00000226935	ENSG00000226935.7	21	28539318	28543283	1	LINC00161	3	871	871.0
ZNF616	5	ENSG00000204611	ENSG00000204611.7	19	52113091	52139938	-1	ZNF616	5	4356	871.2
CSAD	3	ENSG00000139631	ENSG00000139631.20	12	53157663	53180925	-1	CSAD	19	2614	871.3333333333334
SIGIRR	2	ENSG00000185187	ENSG00000185187.14	11	405715	417455	-1	SIGIRR	28	1743	871.5
PTS	1	ENSG00000150787	ENSG00000150787.8	11	112226367	112269955	1	PTS	9	872	872.0
KRTCAP3	1	ENSG00000157992	ENSG00000157992.12	2	27442366	27446481	1	KRTCAP3	7	872	872.0
MRRF	11	ENSG00000148187	ENSG00000148187.18	9	122264603	122331337	1	MRRF	12	9594	872.1818181818181
MAGI1	9	ENSG00000151276	ENSG00000151276.24	3	65353525	66038918	-1	MAGI1	18	7851	872.3333333333334
HOXD8	3	ENSG00000175879	ENSG00000175879.9	2	176129694	176132695	1	HOXD8	4	2618	872.6666666666666
HPN	2	ENSG00000105707	ENSG00000105707.15	19	35040506	35066573	1	HPN	11	1746	873.0
SETP14	1	ENSG00000240489	ENSG00000240489.1	3	155987304	155988176	1	SETP14	1	873	873.0
ST3GAL5	5	ENSG00000115525	ENSG00000115525.18	2	85837120	85905199	-1	ST3GAL5	69	4366	873.2
CHI3L1	2	ENSG00000133048	ENSG00000133048.13	1	203178931	203186704	-1	CHI3L1	5	1747	873.5
FAM151B-DT	4	ENSG00000249042	ENSG00000249042.7	5	80411231	80488101	-1	FAM151B-DT	10	3495	873.75
AP1M2	2	ENSG00000129354	ENSG00000129354.12	19	10572671	10587315	-1	AP1M2	10	1748	874.0
TMEM88	1	ENSG00000167874	ENSG00000167874.7	17	7855066	7856099	1	TMEM88	2	874	874.0
NOL10	4	ENSG00000115761	ENSG00000115761.17	2	10562347	10689987	-1	NOL10	22	3498	874.5
PFKFB4	4	ENSG00000114268	ENSG00000114268.12	3	48517684	48562015	-1	PFKFB4	15	3499	874.75
MMS19	4	ENSG00000155229	ENSG00000155229.21	10	97458324	97498794	-1	MMS19	19	3499	874.75
FAM169A	7	ENSG00000198780	ENSG00000198780.13	5	74777574	74866966	-1	FAM169A	7	6125	875.0
HECTD4	18	ENSG00000173064	ENSG00000173064.14	12	112160188	112382439	-1	HECTD4	16	15752	875.1111111111111
HEY2	3	ENSG00000135547	ENSG00000135547.9	6	125747664	125761269	1	HEY2	2	2626	875.3333333333334
INTS2	7	ENSG00000108506	ENSG00000108506.14	17	61865367	61928016	-1	INTS2	9	6128	875.4285714285714
LAD1	3	ENSG00000159166	ENSG00000159166.15	1	201380833	201399915	-1	LAD1	7	2627	875.6666666666666
ZNF23	3	ENSG00000167377	ENSG00000167377.19	16	71447597	71463095	-1	ZNF23	12	2627	875.6666666666666
TEF	5	ENSG00000167074	ENSG00000167074.15	22	41367333	41399326	1	TEF	3	4381	876.2
GPATCH2L	16	ENSG00000089916	ENSG00000089916.18	14	76151916	76254342	1	GPATCH2L	14	14021	876.3125
PINX1	2	ENSG00000258724	ENSG00000258724.1	8	10725399	10839847	-1	PINX1	1	1753	876.5
HMGB3	4	ENSG00000029993	ENSG00000029993.15	X	150980509	150990771	1	HMGB3	5	3507	876.75
PSMG1	2	ENSG00000183527	ENSG00000183527.12	21	39174769	39183488	-1	PSMG1	5	1754	877.0
MAP7D3	5	ENSG00000129680	ENSG00000129680.16	X	136213220	136256482	-1	MAP7D3	8	4385	877.0
RPL5P17	1	ENSG00000243859	ENSG00000243859.3	5	85464434	85465310	1	RPL5P17	1	877	877.0
KIF4A	5	ENSG00000090889	ENSG00000090889.12	X	70290104	70420886	1	KIF4A	2	4388	877.6
FAM98B	5	ENSG00000171262	ENSG00000171262.11	15	38454127	38487710	1	FAM98B	4	4388	877.6
TRAFD1	3	ENSG00000135148	ENSG00000135148.12	12	112125538	112153604	1	TRAFD1	9	2633	877.6666666666666
RHBDF2	4	ENSG00000129667	ENSG00000129667.13	17	76470891	76501790	-1	RHBDF2	20	3511	877.75
NOL4L	8	ENSG00000197183	ENSG00000197183.15	20	32443059	32585333	-1	NOL4L	10	7023	877.875
ZFAND2A	1	ENSG00000178381	ENSG00000178381.13	7	1151903	1160759	-1	ZFAND2A	7	878	878.0
ABI1	4	ENSG00000136754	ENSG00000136754.18	10	26746593	26861087	-1	ABI1	13	3515	878.75
LPAR3	4	ENSG00000171517	ENSG00000171517.6	1	84811602	84893206	-1	LPAR3	3	3515	878.75
STK17B	6	ENSG00000081320	ENSG00000081320.12	2	196133583	196176503	-1	STK17B	11	5273	878.8333333333334
GNG12	5	ENSG00000172380	ENSG00000172380.6	1	67701475	67833467	-1	GNG12	2	4395	879.0
CTC1	8	ENSG00000178971	ENSG00000178971.17	17	8224815	8248058	-1	CTC1	28	7039	879.875
GOLGA2P10	1	ENSG00000282183	ENSG00000282183.2	HSCHR15_5_CTG8	265554	267008	-1	GOLGA2P10	1	880	880.0
DIS3	12	ENSG00000083520	ENSG00000083520.15	13	72752169	72782096	-1	DIS3	5	10571	880.9166666666666
RPSAP11	1	ENSG00000237433	ENSG00000237433.1	3	32190747	32191627	1	RPSAP11	1	881	881.0
HSPA14	2	ENSG00000187522	ENSG00000187522.16	10	14838306	14871741	1	HSPA14	3	1762	881.0
LINC02732	1	ENSG00000254416	ENSG00000254416.7	11	110328219	110427873	1	LINC02732	15	881	881.0
APOBEC3C	3	ENSG00000244509	ENSG00000244509.4	22	39014257	39020352	1	APOBEC3C	2	2644	881.3333333333334
CUL5	7	ENSG00000166266	ENSG00000166266.14	11	108008898	108107761	1	CUL5	6	6171	881.5714285714286
DDX3Y	5	ENSG00000067048	ENSG00000067048.17	Y	12904108	12920478	1	DDX3Y	9	4408	881.6
RCHY1	5	ENSG00000163743	ENSG00000163743.14	4	75479033	75514764	-1	RCHY1	13	4408	881.6
BDH1	4	ENSG00000161267	ENSG00000161267.12	3	197509783	197573323	-1	BDH1	18	3527	881.75
GMIP	4	ENSG00000089639	ENSG00000089639.11	19	19629476	19643657	-1	GMIP	8	3528	882.0
WASHC3	1	ENSG00000120860	ENSG00000120860.11	12	102012840	102062149	-1	WASHC3	13	882	882.0
C2CD3	9	ENSG00000168014	ENSG00000168014.18	11	74012718	74171210	-1	C2CD3	39	7939	882.1111111111111
MFSD9	6	ENSG00000135953	ENSG00000135953.11	2	102714630	102736888	-1	MFSD9	8	5293	882.1666666666666
SLC25A4	5	ENSG00000151729	ENSG00000151729.11	4	185143266	185150382	1	SLC25A4	2	4415	883.0
SERPINA1	4	ENSG00000277377	ENSG00000277377.4	HSCHR14_7_CTG1	1493319	1507265	-1	SERPINA1	14	3532	883.0
DOK2	2	ENSG00000147443	ENSG00000147443.13	8	21908873	21913690	-1	DOK2	6	1766	883.0
RPS2P55	1	ENSG00000216866	ENSG00000216866.5	X	40934982	40935864	-1	RPS2P55	1	883	883.0
ZC3HAV1L	2	ENSG00000146858	ENSG00000146858.8	7	139025706	139036042	-1	ZC3HAV1L	1	1766	883.0
DEPDC1	6	ENSG00000024526	ENSG00000024526.17	1	68474152	68497221	-1	DEPDC1	5	5299	883.1666666666666
CTDNEP1	2	ENSG00000175826	ENSG00000175826.12	17	7243591	7252491	-1	CTDNEP1	12	1767	883.5
ATPSCKMT	3	ENSG00000150756	ENSG00000150756.14	5	10225507	10249897	-1	ATPSCKMT	7	2651	883.6666666666666
PFDN6	1	ENSG00000237335	ENSG00000237335.8	HSCHR6_MHC_COX_CTG1	4700787	4709886	1	PFDN6	7	884	884.0
PDSS2	4	ENSG00000164494	ENSG00000164494.12	6	107152562	107459564	-1	PDSS2	3	3536	884.0
NCOA3	9	ENSG00000124151	ENSG00000124151.19	20	47501887	47656877	1	NCOA3	5	7961	884.5555555555555
LBX1	2	ENSG00000138136	ENSG00000138136.7	10	101226994	101229463	-1	LBX1	1	1770	885.0
RPL5P24	1	ENSG00000244052	ENSG00000244052.1	8	102923371	102924255	-1	RPL5P24	1	885	885.0
PBX1	8	ENSG00000185630	ENSG00000185630.20	1	164555584	164899296	1	PBX1	25	7087	885.875
LENG1	1	ENSG00000277457	ENSG00000277457.1	HSCHR19LRC_LRC_S_CTG3_1	130494	134559	-1	LENG1	1	886	886.0
ACAP2	8	ENSG00000114331	ENSG00000114331.16	3	195274745	195443044	-1	ACAP2	15	7093	886.625
MKNK1	3	ENSG00000079277	ENSG00000079277.22	1	46557407	46616843	-1	MKNK1	31	2661	887.0
NUP107	7	ENSG00000111581	ENSG00000111581.10	12	68686951	68745809	1	NUP107	13	6213	887.5714285714286
DPYSL4	3	ENSG00000151640	ENSG00000151640.13	10	132186948	132205759	1	DPYSL4	5	2664	888.0
RPSAP47	1	ENSG00000188856	ENSG00000188856.6	8	80558870	80559757	1	RPSAP47	1	888	888.0
MED14	9	ENSG00000180182	ENSG00000180182.11	X	40648305	40735858	-1	MED14	9	7996	888.4444444444445
ATG7	6	ENSG00000197548	ENSG00000197548.13	3	11272309	11557665	1	ATG7	26	5333	888.8333333333334
INSIG1-DT	2	ENSG00000273117	ENSG00000273117.2	7	155287430	155299042	-1	INSIG1-DT	23	1779	889.5
PARP11	5	ENSG00000111224	ENSG00000111224.14	12	3791047	3873448	-1	PARP11	8	4449	889.8
PPP2R2C	5	ENSG00000074211	ENSG00000074211.14	4	6320578	6563600	-1	PPP2R2C	9	4450	890.0
LY6K	3	ENSG00000160886	ENSG00000160886.13	8	142700111	142705127	1	LY6K	5	2671	890.3333333333334
ZNF706	3	ENSG00000120963	ENSG00000120963.12	8	101177878	101206193	-1	ZNF706	15	2672	890.6666666666666
RPL5P30	1	ENSG00000243431	ENSG00000243431.1	11	118560690	118561580	1	RPL5P30	1	891	891.0
RPL5P34	1	ENSG00000234009	ENSG00000234009.1	22	42776406	42777296	-1	RPL5P34	1	891	891.0
CST7	1	ENSG00000077984	ENSG00000077984.6	20	24949269	24959928	1	CST7	1	891	891.0
CCNE2	3	ENSG00000175305	ENSG00000175305.18	8	94879770	94896678	-1	CCNE2	8	2674	891.3333333333334
CCDC134	8	ENSG00000100147	ENSG00000100147.14	22	41800679	41832164	1	CCDC134	2	7135	891.875
HSPB2-C11orf52	1	ENSG00000254445	ENSG00000254445.1	11	111912736	111926871	1	HSPB2-C11orf52	2	892	892.0
DTX2P1-UPK3BP1-PMS2P11	2	ENSG00000265479	ENSG00000265479.8	7	76959835	77198626	1	DTX2P1-UPK3BP1-PMS2P11	4	1784	892.0
FBXO22	12	ENSG00000167196	ENSG00000167196.14	15	75903876	75942511	1	FBXO22	9	10707	892.25
AOC2	3	ENSG00000131480	ENSG00000131480.9	17	42844580	42850707	1	AOC2	2	2677	892.3333333333334
NIFK-AS1	2	ENSG00000236859	ENSG00000236859.9	2	121649320	121728567	1	NIFK-AS1	24	1785	892.5
LINC02482	1	ENSG00000251580	ENSG00000251580.4	4	6648695	6673965	-1	LINC02482	13	893	893.0
NSMAF	4	ENSG00000035681	ENSG00000035681.10	8	58583504	58659853	-1	NSMAF	18	3574	893.5
INSYN1	8	ENSG00000205363	ENSG00000205363.7	15	73735458	73753351	-1	INSYN1	3	7150	893.75
MOSMO	5	ENSG00000185716	ENSG00000185716.12	16	22007638	22087534	1	MOSMO	7	4469	893.8
NPM1P24	1	ENSG00000215086	ENSG00000215086.2	10	72917641	72918534	-1	NPM1P24	1	894	894.0
ASAP1	7	ENSG00000153317	ENSG00000153317.15	8	130052104	130443674	-1	ASAP1	16	6259	894.1428571428571
ADAMTSL5	3	ENSG00000185761	ENSG00000185761.11	19	1505022	1513604	-1	ADAMTSL5	11	2683	894.3333333333334
SAMD4A	8	ENSG00000020577	ENSG00000020577.14	14	54566117	54793315	1	SAMD4A	15	7157	894.625
RASAL2	11	ENSG00000075391	ENSG00000075391.18	1	178094104	178484147	1	RASAL2	8	9843	894.8181818181819
MARK1	6	ENSG00000116141	ENSG00000116141.17	1	220528136	220664461	1	MARK1	18	5370	895.0
ZNF2	4	ENSG00000275111	ENSG00000275111.5	2	95165432	95184317	1	ZNF2	5	3580	895.0
ARHGEF3	4	ENSG00000163947	ENSG00000163947.12	3	56727418	57079329	-1	ARHGEF3	15	3582	895.5
ITPKB	7	ENSG00000143772	ENSG00000143772.11	1	226631690	226739323	-1	ITPKB	3	6269	895.5714285714286
SVIP	5	ENSG00000198168	ENSG00000198168.9	11	22813799	22830299	-1	SVIP	5	4479	895.8
TASL	2	ENSG00000120280	ENSG00000120280.6	X	30558809	30577766	-1	TASL	1	1792	896.0
EEF1DP1	1	ENSG00000288278	ENSG00000288278.1	HG109_PATCH	282183	283078	1	EEF1DP1	1	896	896.0
PIF1	3	ENSG00000140451	ENSG00000140451.13	15	64815632	64825668	-1	PIF1	9	2690	896.6666666666666
NDUFS1	13	ENSG00000283447	ENSG00000283447.3	HSCHR2_6_CTG7_2	223835	268527	-1	NDUFS1	9	11660	896.9230769230769
PRKD2	4	ENSG00000105287	ENSG00000105287.13	19	46674275	46717127	-1	PRKD2	17	3588	897.0
FRMD4B	7	ENSG00000114541	ENSG00000114541.15	3	69168782	69542583	-1	FRMD4B	18	6283	897.5714285714286
CRYBG3	12	ENSG00000080200	ENSG00000080200.10	3	97822011	97944984	1	CRYBG3	3	10779	898.25
PLPPR2	3	ENSG00000105520	ENSG00000105520.11	19	11355386	11365698	1	PLPPR2	9	2697	899.0
UST	5	ENSG00000111962	ENSG00000111962.8	6	148747030	149076990	1	UST	3	4496	899.2
ZNF565	2	ENSG00000196357	ENSG00000196357.12	19	36182276	36246257	-1	ZNF565	7	1799	899.5
CHUK	4	ENSG00000213341	ENSG00000213341.11	10	100188300	100229596	-1	CHUK	4	3600	900.0
HNRNPCP4	1	ENSG00000263179	ENSG00000263179.1	16	11242653	11243552	1	HNRNPCP4	1	900	900.0
ABCA2	9	ENSG00000107331	ENSG00000107331.18	9	137007234	137028915	-1	ABCA2	22	8103	900.3333333333334
NOD1	5	ENSG00000106100	ENSG00000106100.11	7	30424527	30478784	-1	NOD1	8	4503	900.6
EMBP1	1	ENSG00000231752	ENSG00000231752.9	1	121519345	121568791	1	EMBP1	1	901	901.0
SPA17	4	ENSG00000064199	ENSG00000064199.7	11	124673844	124697518	1	SPA17	4	3604	901.0
R3HDM4	2	ENSG00000198858	ENSG00000198858.10	19	896503	913245	-1	R3HDM4	8	1803	901.5
PIK3CD	6	ENSG00000171608	ENSG00000171608.18	1	9629889	9729114	1	PIK3CD	23	5412	902.0
ZNF37A	9	ENSG00000075407	ENSG00000075407.19	10	38094334	38150293	1	ZNF37A	7	8119	902.1111111111111
ATP5F1E	4	ENSG00000124172	ENSG00000124172.10	20	59025475	59032345	-1	ATP5F1E	3	3610	902.5
MIGA2	4	ENSG00000148343	ENSG00000148343.19	9	129036621	129072082	1	MIGA2	14	3610	902.5
ATG2A	7	ENSG00000110046	ENSG00000110046.14	11	64894546	64917209	-1	ATG2A	4	6318	902.5714285714286
CAMTA2	5	ENSG00000108509	ENSG00000108509.21	17	4967992	4987675	-1	CAMTA2	16	4515	903.0
SLC25A20P1	1	ENSG00000218363	ENSG00000218363.1	6	52246460	52247362	1	SLC25A20P1	1	903	903.0
ST8SIA4	7	ENSG00000113532	ENSG00000113532.13	5	100806933	100903282	-1	ST8SIA4	4	6321	903.0
GK	5	ENSG00000198814	ENSG00000198814.14	X	30653359	30731462	1	GK	12	4515	903.0
UTP20	10	ENSG00000120800	ENSG00000120800.5	12	101280105	101386618	1	UTP20	4	9031	903.1
ME2	10	ENSG00000082212	ENSG00000082212.13	18	50879080	50954257	1	ME2	19	9031	903.1
RTN4RL1	4	ENSG00000185924	ENSG00000185924.7	17	1934677	2025334	-1	RTN4RL1	1	3614	903.5
MED28	12	ENSG00000118579	ENSG00000118579.13	4	17614641	17634105	1	MED28	4	10858	904.8333333333334
SEC22C	7	ENSG00000093183	ENSG00000093183.14	3	42547969	42601080	-1	SEC22C	16	6340	905.7142857142857
ZNF561	5	ENSG00000171469	ENSG00000171469.11	19	9604680	9621236	-1	ZNF561	21	4529	905.8
RPF2P1	1	ENSG00000225357	ENSG00000225357.3	20	35752814	35753719	1	RPF2P1	1	906	906.0
NR0B1	2	ENSG00000169297	ENSG00000169297.8	X	30304206	30309390	-1	NR0B1	2	1813	906.5
KITLG	6	ENSG00000049130	ENSG00000049130.16	12	88492793	88580851	-1	KITLG	6	5441	906.8333333333334
DOCK3	10	ENSG00000088538	ENSG00000088538.13	3	50674927	51384198	1	DOCK3	1	9069	906.9
PCGF1	1	ENSG00000115289	ENSG00000115289.14	2	74505043	74507695	-1	PCGF1	7	907	907.0
AGK	4	ENSG00000006530	ENSG00000006530.18	7	141551278	141655244	1	AGK	25	3628	907.0
CDS2	10	ENSG00000101290	ENSG00000101290.14	20	5126879	5197887	1	CDS2	6	9076	907.6
UBR5	12	ENSG00000104517	ENSG00000104517.13	8	102252273	102412759	-1	UBR5	13	10895	907.9166666666666
TNFSF12-TNFSF13	2	ENSG00000248871	ENSG00000248871.1	17	7549099	7561601	1	TNFSF12-TNFSF13	1	1816	908.0
PCSK9	4	ENSG00000169174	ENSG00000169174.13	1	55039445	55064852	1	PCSK9	10	3637	909.25
PHKB	6	ENSG00000102893	ENSG00000102893.18	16	47461123	47701523	1	PHKB	19	5459	909.8333333333334
HEBP2	11	ENSG00000051620	ENSG00000051620.11	6	138403531	138422197	1	HEBP2	4	10010	910.0
NPM3	1	ENSG00000107833	ENSG00000107833.11	10	101781325	101783446	-1	NPM3	4	910	910.0
AATK	6	ENSG00000181409	ENSG00000181409.14	17	81110487	81166221	-1	AATK	11	5461	910.1666666666666
MECOM	6	ENSG00000085276	ENSG00000085276.19	3	169083499	169663775	-1	MECOM	20	5462	910.3333333333334
FOXO4	4	ENSG00000184481	ENSG00000184481.18	X	71095851	71103535	1	FOXO4	4	3644	911.0
COG3	5	ENSG00000136152	ENSG00000136152.15	13	45464898	45536701	1	COG3	7	4555	911.0
RBM20	8	ENSG00000203867	ENSG00000203867.9	10	110644336	110839471	1	RBM20	5	7293	911.625
EIF4ENIF1	4	ENSG00000184708	ENSG00000184708.18	22	31436977	31496108	-1	EIF4ENIF1	13	3647	911.75
PDPN	3	ENSG00000162493	ENSG00000162493.17	1	13583465	13617957	1	PDPN	11	2737	912.3333333333334
UNC13B	16	ENSG00000198722	ENSG00000198722.15	9	35161992	35405338	1	UNC13B	10	14600	912.5
BATF	1	ENSG00000156127	ENSG00000156127.8	14	75522455	75546993	1	BATF	3	913	913.0
CACNA1H	9	ENSG00000196557	ENSG00000196557.14	16	1153103	1224169	1	CACNA1H	35	8219	913.2222222222222
KIF7	5	ENSG00000166813	ENSG00000166813.17	15	89608789	89663086	-1	KIF7	5	4567	913.4
EVA1A	2	ENSG00000115363	ENSG00000115363.14	2	75469302	75569722	-1	EVA1A	11	1828	914.0
EVI2A	3	ENSG00000126860	ENSG00000126860.12	17	31316410	31321749	-1	EVI2A	3	2742	914.0
PHTF1	4	ENSG00000116793	ENSG00000116793.16	1	113696831	113759489	-1	PHTF1	12	3657	914.25
